country,time_zone,time_zone_group,station,latitude,longitude,is_city,is_main_station,is_airport
FR,"('Europe/Paris',)",CET,Liverdun,48.7493158,6.0617374,False,False,False
FR,"('Europe/Paris',)",CET,Champigneulles,48.73499,6.16913,False,False,False
FR,"('Europe/Paris',)",CET,Laneuveville-devant-Nancy,48.65564,6.22792,False,False,False
FR,"('Europe/Paris',)",CET,Argeles-Gazost,43.1,-0.05,False,False,False
FR,"('Europe/Paris',)",CET,Arches,48.1198133,6.5283085,False,False,False
FR,"('Europe/Paris',)",CET,Varangeville-St-Nicolas,48.63533929,6.31286037,False,False,False
FR,"('Europe/Paris',)",CET,Dombasle-sur-Meurthe,48.623275,6.343478,False,False,False
FR,"('Europe/Paris',)",CET,Rosieres-aux-Salines,48.60563,6.350457,False,False,False
FR,"('Europe/Paris',)",CET,Argeles-sur-Mer,42.54397,3.022349,False,False,False
FR,"('Europe/Paris',)",CET,Marainviller,48.583333,6.6,False,False,False
FR,"('Europe/Paris',)",CET,Embermenil,48.633333,6.7,False,False,False
FR,"('Europe/Paris',)",CET,Einvaux,48.5034859,6.3932959,False,False,False
FR,"('Europe/Paris',)",CET,Bayon,48.468046,6.322569,False,False,False
FR,"('Europe/Paris',)",CET,Argentan,48.738545,-0.025291,False,False,False
FR,"('Europe/Paris',)",CET,Xermamenil-Lamath,48.534981,6.457553,False,False,False
FR,"('Europe/Paris',)",CET,Arvant,45.3653797,3.3106747,False,False,False
FR,"('Europe/Paris',)",CET,Gerbeviller,48.5,6.516667,False,False,False
FR,"('Europe/Paris',)",CET,Moyen,48.483333,6.566667,False,False,False
FR,"('Europe/Paris',)",CET,Soulosse,48.40923,5.739127,False,False,False
FR,"('Europe/Paris',)",CET,Magnieres,48.45,6.566667,False,False,False
FR,"('Europe/Paris',)",CET,Ascq,50.6218591,3.1598992,False,False,False
FR,"('Europe/Paris',)",CET,Coussey,48.416667,5.683333,False,False,False
FR,"('Europe/Paris',)",CET,Domremy-la-Pucelle,48.45,5.683333,False,False,False
FR,"('Europe/Paris',)",CET,Auxerre-St-Gervais,47.797645,3.58514,False,False,False
FR,"('Europe/Paris',)",CET,Aspres-sur-Buech,44.519428,5.7545655,False,False,False
FR,"('Europe/Paris',)",CET,St-Clement-Laronxe,48.5312283,6.6081108,False,False,False
FR,"('Europe/Paris',)",CET,Chenevieres,48.5195062,6.6325613,False,False,False
FR,"('Europe/Paris',)",CET,Menil-Flin,48.5050204,6.6592265,False,False,False
FR,"('Europe/Paris',)",CET,Azerailles,48.4913355,6.695778,False,False,False
FR,"('Europe/Paris',)",CET,Baccarat,48.452405,6.74383,False,False,False
FR,"('Europe/Paris',)",CET,Bertrichamps,48.4283359,6.7912343,False,False,False
FR,"('Europe/Paris',)",CET,Thiaville,48.4139874,6.8102635,False,False,False
FR,"('Europe/Paris',)",CET,Houdemont,48.645478,6.1797255,False,False,False
FR,"('Europe/Paris',)",CET,Ludres,48.6219545,6.1709118,False,False,False
FR,"('Europe/Paris',)",CET,Messein,48.6128788,6.1378364,False,False,False
